"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed the exchange that Company has completed the subscription of shares of Byondnxt Smart Home Pvt Limited on October 25, 2024'.","25-Oct-2024 21:27:44","2024-10-25 21:27:44","25-Oct-2024 21:27:45","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_25102024212745_Intimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato hikes platform fee to  10 amid festive season rush.  The response from the Company is attached.","24-Oct-2024 15:27:32","2024-10-24 15:27:32","24-Oct-2024 15:27:33","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_24102024152732_NSERumourverificationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the exchange regarding extract of newspaper publication of financial results for quarter and half year ended September 30, 2024 and advertisement w.r.t. postal ballot notice, remote e-voting and other related information","24-Oct-2024 15:04:48","2024-10-24 15:04:48","24-Oct-2024 15:04:49","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_24102024150448_NewspaperPublicationResultsSep2024.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato hikes platform fee to  10 amid festive season rush.  The response from the Company is awaited.","23-Oct-2024 17:14:04","2024-10-23 17:14:04","23-Oct-2024 17:14:05","00:00:01","-"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange regarding notice of Postal Ballot.","23-Oct-2024 11:39:20","2024-10-23 11:39:20","23-Oct-2024 11:39:21","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_23102024113920_ZomatoPostalBallotintimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about link of audio recording of earnings conference call.","22-Oct-2024 21:24:15","2024-10-22 21:24:15","22-Oct-2024 21:24:15","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_22102024212415_AudioRecordingIntimationSep2024signed.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited has informed the Exchange outcome of the Board meeting held on October 22, 2024.","22-Oct-2024 15:34:10","2024-10-22 15:34:10","22-Oct-2024 15:34:11","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_22102024153410_ZomatoOutcomeSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates"," Zomato Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.","22-Oct-2024 15:30:08","2024-10-22 15:30:08","22-Oct-2024 15:30:08","00:00:00","https://nsearchives.nseindia.com/corporate/ZomatoOutcomeSigned_22102024153008.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Shareholders letter'.","22-Oct-2024 15:28:49","2024-10-22 15:28:49","22-Oct-2024 15:28:49","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_22102024152849_ZomatoShareholdersletterSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding allotment of securities approved by the nomination and remuneration committee in its meeting held today pursuant to exercise of options.","22-Oct-2024 13:49:49","2024-10-22 13:49:49","22-Oct-2024 13:49:50","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_22102024134950_ZLIntimationsigned20241022.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange that Company will hold its earnings conference call on Tuesday, October 22, 2024 at 5:00 PM IST.","17-Oct-2024 16:49:52","2024-10-17 16:49:52","17-Oct-2024 16:49:53","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_17102024164952_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Resignation of Independent director","ZOMATO LIMITED has informed the Exchange about Resignation of Independent director.","13-Oct-2024 00:48:41","2024-10-13 00:48:41","13-Oct-2024 00:48:42","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_13102024004841_ZOMATO_ROID_37370_KMP_Doc_13102024004841.zip"
"ETERNAL","ETERNAL LIMITED","Resignation","Zomato Limited has informed the Exchange regarding resignation of Ms Gunjan Tilak Raj Soni as independent director of the company w.e.f. October 11, 2024.","11-Oct-2024 20:29:34","2024-10-11 20:29:34","11-Oct-2024 20:29:35","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_11102024202934_ZomatoDisclosuresigned.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato limited has informed the exchange about certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended September 30, 2024.","09-Oct-2024 18:36:56","2024-10-09 18:36:56","09-Oct-2024 18:36:57","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_09102024183656_Zomato745signed.pdf"
"ETERNAL","ETERNAL LIMITED","Options to purchase securities","Zomato Limited has informed the exchange regarding grant of stock options pursuant to approval of nomination and remuneration committee.","02-Oct-2024 12:04:02","2024-10-02 12:04:02","02-Oct-2024 12:04:03","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_02102024120402_ZomatoGrantsIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Resignation","Zomato Limited has informed the Exchange regarding resignation of Ms Akriti Chopra w.e.f. September 27, 2024.","27-Sep-2024 19:22:08","2024-09-27 19:22:08","27-Sep-2024 19:22:09","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_27092024192208_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Resignation","Zomato Limited has informed the Exchange regarding Resignation of Ms Akriti Chopra as Other of the company w.e.f. September 27, 2024.","27-Sep-2024 19:08:34","2024-09-27 19:08:34","27-Sep-2024 19:08:35","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_27092024190834_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","20-Sep-2024 20:06:44","2024-09-20 20:06:44","20-Sep-2024 20:06:45","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_20092024200644_InsiderTradingIntimationtostockexchange21092024signed.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding order passed by Assistant Commissioner of Revenue, Government of West Bengal.","18-Sep-2024 18:08:16","2024-09-18 18:08:16","18-Sep-2024 18:08:17","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_18092024180816_ZLIntimationWBOrder17September2024.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about schedule of investor meet.","16-Sep-2024 20:32:34","2024-09-16 20:32:34","16-Sep-2024 20:32:35","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_16092024203234_ZomatoLimitedSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has provided Clarification to the exchange on disclosure dated September 13, 2024 and September 14, 2024.","16-Sep-2024 18:06:29","2024-09-16 18:06:29","16-Sep-2024 18:06:30","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_16092024180629_ZLRevisedIntimationWBOrder16September2024.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about schedule of investor meet.","16-Sep-2024 14:04:08","2024-09-16 14:04:08","16-Sep-2024 14:04:09","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_16092024140408_Zomatointimationinvestorsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with the Exchange corrigendum to the disclosure filed on 13 September 2024 at 4:08 PM","14-Sep-2024 10:53:28","2024-09-14 10:53:28","14-Sep-2024 10:53:29","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_14092024105329_ZomatoIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed the exchange regarding order passed by Assistant Commissioner of Revenue, Government of West Bengal.","13-Sep-2024 16:12:16","2024-09-13 16:12:16","13-Sep-2024 16:12:17","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_13092024161217_ZLIntimationWBOrder13September2024.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about schedule of investor meet","03-Sep-2024 22:46:01","2024-09-03 22:46:01","03-Sep-2024 22:46:02","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_03092024224601_Zomatoinvestorintimation.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding orders passed by Sales Tax Officer, Ward 300, Delhi.","31-Aug-2024 15:22:15","2024-08-31 15:22:15","31-Aug-2024 15:22:16","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_31082024152215_ZomatoIntimatiogst.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 28, 2024. Further, the company has informed the Exchange regarding voting results.","30-Aug-2024 11:33:38","2024-08-30 11:33:38","30-Aug-2024 11:33:39","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_30082024113338_ZomatoProceedingsSigned.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed exchange regarding allotment of securities approved by the nomination and remuneration committee in its meeting held today pursuant to exercise of stock options.","29-Aug-2024 17:15:32","2024-08-29 17:15:32","29-Aug-2024 17:15:33","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_29082024171533_ZLIntimationAllotmentofsharesunderESOP29Aug2024.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed the exchange regarding orders passed by Assistant Commissioner of GST and Central Excise, Nungambakkam Division, Tamil Nadu and Assistant Commissioner of Revenue, Government of West Bengal'.","29-Aug-2024 13:54:18","2024-08-29 13:54:18","29-Aug-2024 13:54:19","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_29082024135418_ZLOrder.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange regarding proceedings of 14th Annual General Meeting held on August 28, 2024","28-Aug-2024 22:33:48","2024-08-28 22:33:48","28-Aug-2024 22:33:49","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_28082024223348_ZomatoAGMProceedingsSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding that Company has completed  the acquisition of Wasteland Entertainment Private Limited and Orbgen Technologies Private Limited on August 27, 2024.","27-Aug-2024 23:57:08","2024-08-27 23:57:08","27-Aug-2024 23:57:09","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_27082024235708_Zomatofinalintimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with the exchange shareholders letter on the proposed acquisition of Paytm's entertainment ticketing business.","21-Aug-2024 21:17:49","2024-08-21 21:17:49","21-Aug-2024 21:17:49","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_21082024211749_ZomatoShareholdersLettersigned.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited has informed the Exchange regarding outcome of board meeting held on August 21, 2024.","21-Aug-2024 20:34:50","2024-08-21 20:34:50","21-Aug-2024 20:34:50","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_21082024203450_ZomatoIntimationSignedfinal.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has filed with exchange transcript of the earnings call held on August 1, 2024","08-Aug-2024 16:13:34","2024-08-08 16:13:34","08-Aug-2024 16:13:34","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_08082024161334_Transcriptintimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed Exchange about Newspaper Advertisement regarding 14th Annual General Meeting of the Company and other information","05-Aug-2024 16:41:16","2024-08-05 16:41:16","05-Aug-2024 16:41:16","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_05082024164116_newspaperStxpost.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed exchange about extract of newspaper publication of financial results for the quarter ended June 30, 2024","03-Aug-2024 17:15:58","2024-08-03 17:15:58","03-Aug-2024 17:15:58","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_03082024171558_NewspaperPublicationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange regarding Notice of 14th Annual General Meeting to be held on August 28, 2024","03-Aug-2024 16:30:59","2024-08-03 16:30:59","03-Aug-2024 16:31:00","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_03082024163059_ZomatoNSEFilingSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange about Copy of Newspaper Publication","02-Aug-2024 20:29:43","2024-08-02 20:29:43","02-Aug-2024 20:29:44","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_02082024202943_newspaperfilingagm.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about link of audio recording of earnings conference call.","01-Aug-2024 19:32:25","2024-08-01 19:32:25","01-Aug-2024 19:32:26","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_01082024193225_Zomatointimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'shareholders letter'.","01-Aug-2024 15:26:57","2024-08-01 15:26:57","01-Aug-2024 15:26:58","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_01082024152657_ZomatoSharehodlerslettersigned.pdf"
"ETERNAL","ETERNAL LIMITED","Code of Conduct under SEBI(PIT) Reg., 2015","Zomato Limited has informed the Exchange about Code of Conduct under SEBI(PIT) Reg., 2015","01-Aug-2024 15:23:01","2024-08-01 15:23:01","01-Aug-2024 15:23:01","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_01082024152301_ZomatoFairDisclosurecodesigned.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited has informed the exchange that Board in its meeting held today has approved the un-audited financial results (standalone & consolidated) for the quarter ended June 30, 2024 and notice convening 14th AGM of the Company to be held on Wednesday, August 28, 2024 at 12:00 P.M","01-Aug-2024 15:10:54","2024-08-01 15:10:54","01-Aug-2024 15:10:55","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_01082024151054_ZomatoOutcomeSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates"," Zomato Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.","01-Aug-2024 15:07:04","2024-08-01 15:07:04","01-Aug-2024 15:07:04","00:00:00","https://nsearchives.nseindia.com/corporate/ZomatoOutcomeSigned_01082024150704.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed exchange regarding allotment of securities approved by the nomination and remuneration committee in its meeting held today pursuant to exercise of stock options","01-Aug-2024 14:17:56","2024-08-01 14:17:56","01-Aug-2024 14:17:56","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_01082024141756_ZLIntimationAllotmentJune2024.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed exchange regarding appointment of M/s Deloitte Haskins & Sells, Chartered Accountants, as statutory Auditors of Zomato Hyperpure Private Limited and Blink Commerce Private Limited, material subsidiaries of the Company '.","29-Jul-2024 21:09:54","2024-07-29 21:09:54","29-Jul-2024 21:09:54","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_29072024210954_Auditorappointmentsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange that Company will hold its earnings conference call on Thursday, August 1, 2024 at 5:00 PM IST, to discuss the financial results of the Company for the quarter ended June 30, 2024.","25-Jul-2024 16:31:07","2024-07-25 16:31:07","25-Jul-2024 16:31:07","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_25072024163107_IntimationBMSIGNED.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding liquidation of Zomato Slovakia s.r.o., step down subsidiary of Zomato Limited located in Slovak Republic.","12-Jul-2024 15:45:47","2024-07-12 15:45:47","12-Jul-2024 15:45:48","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_12072024154547_ZomatoSlovakintimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the exchange regarding grant of stock options pursuant to approval of nomination and remuneration committee","11-Jul-2024 20:34:53","2024-07-11 20:34:53","11-Jul-2024 20:34:53","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_11072024203453_Zomatointimationgrantsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended June 30, 2024","11-Jul-2024 17:57:28","2024-07-11 17:57:28","11-Jul-2024 17:57:29","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_11072024175728_ZomatoCertifictae745signed.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange that board of directors of Zomato Financial Services Limited, wholly owned subsidiary, at its meeting held today i.e. July 2, 2024 has decided to voluntarily withdraw the application submitted with RBI for getting certificate of registration for undertaking the business of a Non-Banking Financial Company","02-Jul-2024 16:09:13","2024-07-02 16:09:13","02-Jul-2024 16:09:14","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_02072024160913_SEIntimationZFSLSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.","01-Jul-2024 19:33:11","2024-07-01 19:33:11","01-Jul-2024 19:33:12","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_01072024193311_ZomatoScrutniserreportsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed the exchange regarding GST order received from Assistant Commissioner of Commercial Taxes (Audit), Karnataka'.","29-Jun-2024 23:32:41","2024-06-29 23:32:41","29-Jun-2024 23:32:42","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_29062024233241_ZLIntimationGST.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","22-Jun-2024 20:25:46","2024-06-22 20:25:46","22-Jun-2024 20:25:47","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_22062024202546_ZomatoTradingwindowintimation.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has given clarification on news articles related to acquisition of Paytm's movies and events business","16-Jun-2024 20:30:52","2024-06-16 20:30:52","16-Jun-2024 20:30:53","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_16062024203053_SXDisclosureclarification.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about newspaper advertisements w.r.t the postal ballot notice and on remote e-voting and other related information","31-May-2024 15:13:19","2024-05-31 15:13:19","31-May-2024 15:13:20","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_31052024151319_NPADSEDisclosuresigned.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange about Notice of Postal Ballot","30-May-2024 00:28:42","2024-05-30 00:28:42","30-May-2024 00:28:43","00:00:01","https://nsearchives.nseindia.com/corporate/ZOMATO_30052024002842_SEIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed the exchange regarding appointment of M/s Deloitte Haskins & Sells, Chartered Accountants, as statutory auditor of Zomato Hyperpure Private Limited and Blink Commerce Private Limited, wholly owned subsidiaries of the Company respectively.","27-May-2024 20:33:25","2024-05-27 20:33:25","27-May-2024 20:33:25","00:00:00","https://nsearchives.nseindia.com/corporate/ZOMATO_27052024203325_SEDisclsoureWhollyownedSubsidiary.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed exchange about transcript of earnings call held on May 13, 2024","17-May-2024 22:52:31","2024-05-17 22:52:31","17-May-2024 22:52:37","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_17052024225231_ZomatoTranscripSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed exchange about extract of newspaper publication of financial results for the quarter and financial year ended March 31, 2024","15-May-2024 14:37:38","2024-05-15 14:37:38","15-May-2024 14:37:44","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_15052024143738_NPadfinalsigned15052024.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with exchange views of the audit committee of the Company on resignation of the statutory auditor of Zomato Hyperpure Private Limited (ZHPL) and Blink Commerce Private Limited (ZHPL).","13-May-2024 23:23:16","2024-05-13 23:23:16","13-May-2024 23:23:21","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_13052024232316_Zomatoauditresgnsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about link of audio recording of earnings conference call","13-May-2024 23:07:51","2024-05-13 23:07:51","13-May-2024 23:07:55","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_13052024230751_Audiorecodringintimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Resignation of Statutory Auditor","ZOMATO LIMITED has informed the Exchange about Resignation of Statutory Auditor","13-May-2024 21:29:23","2024-05-13 21:29:23","13-May-2024 21:29:32","00:00:09","https://nsearchives.nseindia.com/corporate/ZOMATO_13052024212923_ZOMATO_ROSA_24684_KMP_Doc_13052024212923.zip"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange that board of directors of Zomato Payments Private Limited, a wholly owned subsidiary at its meeting held today i.e. May 13, 2024 has decided to voluntarily surrender the certificate of authorization issued by RBI to operate as an online payment aggregator; and to withdraw application submitted with the RBI to operate as the issuer of pre-paid payment instruments.","13-May-2024 18:03:35","2024-05-13 18:03:35","13-May-2024 18:03:39","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_13052024180335_ZomatoPPLIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding shareholders letter.","13-May-2024 15:12:06","2024-05-13 15:12:06","13-May-2024 15:12:26","00:00:20","https://nsearchives.nseindia.com/corporate/ZOMATO_13052024151206_Shareholderlettersigned.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited has informed the Exchange regarding Outcome of Board Meeting held on May 13, 2024.","13-May-2024 15:00:49","2024-05-13 15:00:49","13-May-2024 15:00:55","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_13052024150049_ZomatoOutcomesigned.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.","13-May-2024 14:58:41","2024-05-13 14:58:41","13-May-2024 14:58:47","00:00:06","https://nsearchives.nseindia.com/corporate/ZomatoOutcomesigned_13052024145841.pdf"
"ETERNAL","ETERNAL LIMITED","Change in Auditors","Zomato Limited has informed the Exchange regarding Change in Auditors of the company.","12-May-2024 13:14:42","2024-05-12 13:14:42","12-May-2024 13:14:47","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_12052024131442_ZomatoIntimatioNResignationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the exchange regarding allotment of securities approved by the nomination and remuneration committee in its meeting held today pursuant to exercise of stock options.","08-May-2024 17:41:21","2024-05-08 17:41:21","08-May-2024 17:41:30","00:00:09","https://nsearchives.nseindia.com/corporate/ZOMATO_08052024174121_ZomatoIntimationESOPSIGNED.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange that the Company will hold its earnings conference call on Monday, May 13, 2024 at 5:00 PM IST, to discuss the financial results for the quarter and financial year ended March 31, 2024.","07-May-2024 13:51:49","2024-05-07 13:51:49","07-May-2024 13:51:54","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_07052024135149_ZomatoBMIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding order passed by Sales Tax Officer, Delhi confirming demand of GST","01-May-2024 16:54:13","2024-05-01 16:54:13","01-May-2024 16:54:17","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_01052024165413_ZLIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding liquidation of PT. Zomato Media Indonesia, wholly owned subsidiary of the Company located in Indonesia.","30-Apr-2024 14:12:17","2024-04-30 14:12:17","30-Apr-2024 14:12:22","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_30042024141217_Regulation30DisclosureIndonesia.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding order passed by Additional Commissioner, Central Goods and Services Tax, Gurugram raising demand of GST.","19-Apr-2024 23:18:36","2024-04-19 23:18:36","19-Apr-2024 23:18:40","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19042024231836_ZLIntimationharayanorder.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended March 31, 2024.","12-Apr-2024 18:47:30","2024-04-12 18:47:30","12-Apr-2024 18:47:36","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_12042024184730_Zomato745Intimation.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange order passed by the Commissioner, Adjudication, Central Tax, Delhi raising demand of service tax '.","01-Apr-2024 22:52:29","2024-04-01 22:52:29","01-Apr-2024 22:52:36","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_01042024225229_ZomatoIntimationGST01042024.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the exchange regarding grant of stock options pursuant to the approval of nomination and remuneration committee.","01-Apr-2024 16:42:54","2024-04-01 16:42:54","01-Apr-2024 16:43:00","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_01042024164254_ZomatoESOPintimationSIGNED.pdf"
