"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"NESTLEIND","Nestle India Limited","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Nestle India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018, for the quarter ended 31st March 2025.","07-Apr-2025 19:04:45","2025-04-07 19:04:45","07-Apr-2025 19:04:46","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_07042025190415_NILCertificateunder74_5_Q4FY2024-25signed.pdf"
"NESTLEIND","Nestle India Limited","Disclosure under SEBI Takeover Regulations","Nestle S.A. and Maggi Enterprises Ltd. has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","04-Apr-2025 12:37:46","2025-04-04 12:37:46","04-Apr-2025 12:37:46","00:00:00","https://nsearchives.nseindia.com/corporate/team_sandeshc_02042025131510_disc7.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding Press Release titled - Hon ble CM of Odisha, Shri Mohan Charan Majhi, carries out groundbreaking of Nestle India s upcoming factory in the state.","03-Apr-2025 17:13:33","2025-04-03 17:13:33","03-Apr-2025 17:13:34","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_03042025171209_PressreleaseOdishagroundbreakingofupcomingfactorysigned.pdf"
"NESTLEIND","Nestle India Limited","General Updates","Nestle India Limited has informed the Exchange about update on one-on-one meet (virtual) with an institutional investor","27-Mar-2025 18:46:28","2025-03-27 18:46:28","27-Mar-2025 18:46:28","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_27032025184516_Investor_Meet_Outcome_27Mar2025signed.pdf"
"NESTLEIND","Nestle India Limited","Action(s) taken or orders passed","Nestle India Limited has informed the Exchange about Action(s) taken or orders passed","26-Mar-2025 15:59:10","2025-03-26 15:59:10","26-Mar-2025 15:59:11","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_26032025155813_Regulation_30-SEBI_intimation_25Mar2025signed.pdf"
"NESTLEIND","Nestle India Limited","General Updates","Nestle India Limited has informed the Exchange that one-on-one meet (virtual) has been scheduled with an institutional investor on Thursday, 27th March 2025 at 5:00 P.M. (IST).","21-Mar-2025 16:49:09","2025-03-21 16:49:09","21-Mar-2025 16:49:10","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_21032025164840_Institutional_Investors_Meet_27Mar2025signed.pdf"
"NESTLEIND","Nestle India Limited","Trading Window","Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","19-Mar-2025 20:27:46","2025-03-19 20:27:46","19-Mar-2025 20:27:47","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_19032025202636_BSENSETWCintimationsigned.pdf"
"NESTLEIND","Nestle India Limited","General Updates","Nestle India Limited has informed the Exchange about update on one-on-one meet with an institutional investor","10-Mar-2025 18:50:50","2025-03-10 18:50:50","10-Mar-2025 18:50:51","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_10032025184934_InvestorMeetOutcomesigned.pdf"
"NESTLEIND","Nestle India Limited","Action(s) taken or orders passed","Nestle India Limited has informed the Exchange about administrative warning letter issued by Deputy General Manager of SEBI","07-Mar-2025 12:49:08","2025-03-07 12:49:08","07-Mar-2025 12:49:09","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_07032025124820_Regulation30intimation07March2025signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding Press Release titled  The Ultimate Coffee Experience in India: Nespresso s First Boutique Opening in New Delhi .","06-Mar-2025 13:48:05","2025-03-06 13:48:05","06-Mar-2025 13:48:06","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_06032025134511_NSEBSESTXintimationNespressosigned.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange regarding Newspaper Advertisement   Notice to the shareholders holding shares in physical form for KYC updation to enable payment of dividend(s) electronically","05-Mar-2025 17:09:15","2025-03-05 17:09:15","05-Mar-2025 17:09:16","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_05032025170742_STXBSENSE_Newspaper_intimation-Dividendsigned.pdf"
"NESTLEIND","Nestle India Limited","General Updates","Nestle India Limited has informed the Exchange that one-on-one meet has been scheduled with an institutional investor on Monday, 10th March 2025 at 5:00 P.M. (IST) at the Head Office of the Company at  Nestle House , Jacaranda Marg,  M  Block, DLF City, Phase   II, Gurugram   122 002.","04-Mar-2025 18:28:15","2025-03-04 18:28:15","04-Mar-2025 18:28:16","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_04032025182708_BSENSEInstitutionalInvestorsMeetsigned.pdf"
"NESTLEIND","Nestle India Limited","General Updates","Nestle India Limited has informed the Exchange about update on one-on-one meet with an analyst","18-Feb-2025 13:05:38","2025-02-18 13:05:38","18-Feb-2025 13:05:38","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_18022025130235_BSENSEInvestorMeetOutcome18022025signed.pdf"
"NESTLEIND","Nestle India Limited","General Updates","Nestle India Limited has informed the Exchange that one-on-one meet has been scheduled with an analyst on Tuesday, 18th February 2025 at 10:00 A.M. (IST) at the Head Office of the Company at  Nestle House , Jacaranda Marg,  M  Block, DLF City, Phase   II, Gurugram   122 002.","13-Feb-2025 22:04:47","2025-02-13 22:04:47","13-Feb-2025 22:04:48","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_13022025220234_BSENSEInstitutionalInvestorsMeetFEBsigned.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Transcript","07-Feb-2025 19:00:16","2025-02-07 19:00:16","07-Feb-2025 19:00:16","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_07022025185953_BSENSETranscriptInstitutionalInvestorsMeetofQ3FY2425signed.pdf"
"NESTLEIND","Nestle India Limited","Action(s) taken or orders passed","Nestle India Limited has informed the Exchange about Action(s) taken or orders passed","05-Feb-2025 12:47:01","2025-02-05 12:47:01","05-Feb-2025 12:47:01","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_05022025124511_BSENSEGSTORDER05022025SIGNED.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Link of Recording","04-Feb-2025 23:36:39","2025-02-04 23:36:39","04-Feb-2025 23:36:40","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_04022025233529_BSENSEVIDEORECORDINGANALYSTMeetofQ3FY24-25signed.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Presentation","04-Feb-2025 13:52:04","2025-02-04 13:52:04","04-Feb-2025 13:52:05","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_04022025135005_BSENSEPPTANALYSTMEET04022025signed.pdf"
"NESTLEIND","Nestle India Limited","Capacity addition","Nestle India Limited has informed the Exchange about Capacity addition","31-Jan-2025 20:16:17","2025-01-31 20:16:17","31-Jan-2025 20:16:18","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_31012025201520_BSENSEReg30KitKat31012025signed.pdf"
"NESTLEIND","Nestle India Limited","Integrated Filing- Financial","Pursuant to Securities and Exchange Board of India Circular No. SEBI/HO/CFD/CFD-PoD-2/CIR/P/2024/185 dated 31st December 2024 read with relevent stock exchanges circulars, please find attached the Integrated Filing (Financial) for the quarter and period ended 31st December 2024.","31-Jan-2025 18:09:00","2025-01-31 18:09:00","31-Jan-2025 18:09:00","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_31012025180432_BSENSEInt_Financial31Dec2024signed.pdf"
"NESTLEIND","Nestle India Limited","Press Release","Nestle India Limited has informed the Exchange regarding a press release dated January 31, 2025, titled ""Nestle India delivers growth despite challenging external environment Key brands deliver healthy growth"".","31-Jan-2025 12:15:09","2025-01-31 12:15:09","31-Jan-2025 12:15:10","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_31012025121417_BSENSEOUTCOME31122024.pdf"
"NESTLEIND","Nestle India Limited","Dividend","Nestle India Limited has informed the Exchange that Board of Directors at its meeting held on January 31, 2025, declared Interim Dividend of 14.25 per equity share.","31-Jan-2025 12:06:37","2025-01-31 12:06:37","31-Jan-2025 12:06:37","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_31012025120440_BSENSEOUTCOME31122024.pdf"
"NESTLEIND","Nestle India Limited","Financial Result Updates"," Nestle India Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.","31-Jan-2025 12:02:43","2025-01-31 12:02:43","31-Jan-2025 12:02:44","00:00:01","https://nsearchives.nseindia.com/corporate/BSENSEOUTCOME31122024_31012025120243.pdf"
"NESTLEIND","Nestle India Limited","Record Date","Nestle India Limited has informed the Exchange that Record date for the purpose of Dividend  is 07-Feb-2025.","24-Jan-2025 13:53:06","2025-01-24 13:53:06","24-Jan-2025 13:53:07","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_24012025135250_BSENSEPriorIntimationofDividendsigned.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Schedule of meet","17-Jan-2025 17:26:41","2025-01-17 17:26:41","17-Jan-2025 17:26:41","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND1_17012025172516_InstitutionalInvestorsMeet17Jan2025signed.pdf"
"NESTLEIND","Nestle India Limited","Action(s) taken or orders passed","Nestle India Limited has informed the Exchange about Action(s) taken or orders passed","15-Jan-2025 12:48:25","2025-01-15 12:48:25","15-Jan-2025 12:48:26","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_15012025124639_BSENSEREG3015012025signed.pdf"
"NESTLEIND","Nestle India Limited","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Nestle India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended 31st December 2024","06-Jan-2025 18:43:09","2025-01-06 18:43:09","06-Jan-2025 18:43:10","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_06012025184256_Certificate_under_74_5__DP_regulations_Q3FY2024-24_signed.pdf"
"NESTLEIND","Nestle India Limited","Action(s) taken or orders passed","Nestle India Limited has informed the Exchange about Action(s) taken or orders passed","28-Dec-2024 13:46:08","2024-12-28 13:46:08","28-Dec-2024 13:46:09","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND1_28122024134303_Regulation30SEBIintimation28Dec2024signed.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange about Copy of Newspaper Publication regarding issue of Entitlement Letter(s) in lieu share certificates reported lost.","24-Dec-2024 15:17:05","2024-12-24 15:17:05","24-Dec-2024 15:17:06","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND2_24122024150823_STXintimationfornewspaperadvtsigned.pdf"
"NESTLEIND","Nestle India Limited","Trading Window","Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","20-Dec-2024 16:09:27","2024-12-20 16:09:27","20-Dec-2024 16:09:28","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_20122024160927_TradingWindowClosureSEintimationsigned.pdf"
"NESTLEIND","Nestle India Limited","Change in Management","Nestle India Limited has informed the Exchange about changes in Senior Management of the Company","11-Dec-2024 15:47:35","2024-12-11 15:47:35","11-Dec-2024 15:47:35","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_11122024154735_BSENSEIntimationCASigned.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","10-Dec-2024 17:53:00","2024-12-10 17:53:00","10-Dec-2024 17:53:01","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_10122024175300_STXIntimationSigned.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange about Copy of Newspaper Publication regarding loss of share certificates","30-Nov-2024 15:51:23","2024-11-30 15:51:23","30-Nov-2024 15:51:24","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_30112024155123_STXIntimation30112024Signed.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","28-Nov-2024 19:05:31","2024-11-28 19:05:31","28-Nov-2024 19:05:31","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_28112024190531_STXLossIntimation28112024.pdf"
"NESTLEIND","Nestle India Limited","Action(s) initiated or orders passed","Nestle India Limited has informed the Exchange about Action(s) initiated or orders passed","21-Nov-2024 13:41:51","2024-11-21 13:41:51","21-Nov-2024 13:41:52","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_21112024134152_Regulation30SEBIintimation21Nov2024signed.pdf"
"NESTLEIND","Nestle India Limited","Action(s) initiated or orders passed","Nestle India Limited has informed the Exchange about Action(s) initiated or orders passed","07-Nov-2024 15:30:19","2024-11-07 15:30:19","07-Nov-2024 15:30:20","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_07112024153019_Regulation_30-SEBI_intimation_06Nov2024_GJ_signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Press Release titled  50 years of CERELAC in India, Announces the introduction of CERELAC no refined sugar recipes '.","22-Oct-2024 11:52:08","2024-10-22 11:52:08","22-Oct-2024 11:52:08","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_22102024115208_BSENSEPRESSRELEASE22102024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Intimation under Regulation 8(2) of the SEBI (Prohibition of Insider Trading) Regulations, 2015: Amended Nestle India - Code of Practices and Procedures for Fair Disclosure of Unpublished Price Sensitive Information, approved by the Board of Directors of the Company on 17th October 2024.","17-Oct-2024 19:25:45","2024-10-17 19:25:45","17-Oct-2024 19:25:46","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_17102024192545_IntimationNSEBSEFairDisclosureCodesigned.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","17-Oct-2024 18:38:00","2024-10-17 18:38:00","17-Oct-2024 18:38:01","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_17102024183800_STXIntimation171024.pdf"
"NESTLEIND","Nestle India Limited","Appointment","Nestle India Limited has informed the Exchange regarding Appointment of Mr Manish Tiwary as Managing Director of the company w.e.f. August 01, 2025.","17-Oct-2024 12:30:26","2024-10-17 12:30:26","17-Oct-2024 12:30:27","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_17102024123026_BSENSEsigned.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding  Board meeting held on October 17, 2024.","17-Oct-2024 12:12:52","2024-10-17 12:12:52","17-Oct-2024 12:12:53","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_17102024121253_BSENSEsigned.pdf"
"NESTLEIND","Nestle India Limited","Press Release","Nestle India Limited has informed the Exchange regarding a press release dated October 17, 2024, titled ""Nestle India continues with resilience in a challenging environment RURBAN expansion strengthened through concerted action"".","17-Oct-2024 12:12:35","2024-10-17 12:12:35","17-Oct-2024 12:12:36","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_17102024121235_BSENSEsigned.pdf"
"NESTLEIND","Nestle India Limited","Financial Result Updates"," Nestle India Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.","17-Oct-2024 12:04:43","2024-10-17 12:04:43","17-Oct-2024 12:04:44","00:00:01","https://nsearchives.nseindia.com/corporate/BSENSEsigned_17102024120443.pdf"
"NESTLEIND","Nestle India Limited","Action(s) initiated or orders passed","Nestle India Limited has informed the Exchange about Action(s) initiated or orders passed","16-Oct-2024 20:35:25","2024-10-16 20:35:25","16-Oct-2024 20:35:25","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_16102024203525_Regulation_30_-_Order_received_from_ICD_-_Import_signed.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","16-Oct-2024 18:47:17","2024-10-16 18:47:17","16-Oct-2024 18:47:17","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_16102024184717_BSENSELossIntimation14102024signed.pdf"
"NESTLEIND","Nestle India Limited","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Nestle India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","09-Oct-2024 19:56:58","2024-10-09 19:56:58","09-Oct-2024 19:56:58","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_09102024195658_Regulation_74_5__certificate___signed.pdf"
"NESTLEIND","Nestle India Limited","Change in Director(s)","Nestle India Limited has informed the Exchange regarding Change in Director(s) of the company.","07-Oct-2024 11:43:11","2024-10-07 11:43:11","07-Oct-2024 11:43:11","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_07102024114311_STXIntimation_for_change_of_MD_signed.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","01-Oct-2024 17:40:45","2024-10-01 17:40:45","01-Oct-2024 17:40:46","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_01102024174045_LostIntimation01102024signed.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","01-Oct-2024 17:30:17","2024-10-01 17:30:17","01-Oct-2024 17:30:17","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_01102024173017_LostIntimation01102024signed.pdf"
"NESTLEIND","Nestle India Limited","Trading Window","Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","24-Sep-2024 17:54:05","2024-09-24 17:54:05","24-Sep-2024 17:54:06","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_24092024175405_Trading_Window_Closure_SE_intimationsigned.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ): Intimation regarding receipt of an Order from GST Department, Bihar for the tax period 2019-2020'.","31-Aug-2024 20:38:12","2024-08-31 20:38:12","31-Aug-2024 20:38:13","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_31082024203812_STXIntimation31082024.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Intimation regarding receipt of the Orders (three in numbers) from the concerned GST Authorities for the tax period 2019-2020'.","30-Aug-2024 19:29:42","2024-08-30 19:29:42","30-Aug-2024 19:29:43","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_30082024192942_BSENSEINTIMATION30082024signed.pdf"
"NESTLEIND","Nestle India Limited","Change in Management","Nestle India Limited has informed the Exchange about change in the Senior Management of the Company","14-Aug-2024 13:58:21","2024-08-14 13:58:21","14-Aug-2024 13:58:22","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_14082024135821_BSENSECHANGEINSMP14082024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Newspaper Advertisement   Notice to the shareholders holding shares in physical form to complete their KYC to enable the Company to remit their dividend(s) in electronic mode'.","09-Aug-2024 17:08:39","2024-08-09 17:08:39","09-Aug-2024 17:08:40","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_09082024170839_STXIntimationforKYCanddividendSigned.pdf"
"NESTLEIND","Nestle India Limited","Shareholders meeting","Nestle India Limited has informed the Exchange with copy of detailed proceedings of  the 65th Annual General Meeting held on July 08, 2024","06-Aug-2024 20:43:16","2024-08-06 20:43:16","06-Aug-2024 20:43:17","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_06082024204316_STXIntimationAGMproceedingssigned.pdf"
"NESTLEIND","Nestle India Limited","Change in Management","Nestle India Limited has informed the Exchange about change in Senior Management","01-Aug-2024 21:22:55","2024-08-01 21:22:55","01-Aug-2024 21:22:56","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_01082024212255_BSENSEIntimationChangeinSMPMansiKhannaSigned.pdf"
"NESTLEIND","Nestle India Limited","Restructuring","Nestle India Limited has informed the Exchange about Slump sale of existing medical nutrition and nutraceuticals (NHSc) Business of Nestle India to the JV Company","01-Aug-2024 20:39:28","2024-08-01 20:39:28","01-Aug-2024 20:39:28","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_01082024203928_STXIntimationRightIssueslumpsale01082024Signed.pdf"
"NESTLEIND","Nestle India Limited","Acquisition","Nestle India Limited has informed the Exchange about Acquisition - Update on Acquisition","01-Aug-2024 20:34:15","2024-08-01 20:34:15","01-Aug-2024 20:34:17","00:00:02","https://nsearchives.nseindia.com/corporate/NESTLEIND_01082024203415_STXIntimationRightIssueslumpsale01082024Signed.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding  Board meeting held on July 25, 2024.","25-Jul-2024 11:34:00","2024-07-25 11:34:00","25-Jul-2024 11:34:01","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_25072024113401_BSENSEOutcomeResultsQ125072024.pdf"
"NESTLEIND","Nestle India Limited","Press Release","Press Release relating to the Unaudited Financial Results for the first quarter ended 30th June 2024","25-Jul-2024 11:21:50","2024-07-25 11:21:50","25-Jul-2024 11:21:50","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_25072024112150_BSENSEOutcomeResultsQ125072024.pdf"
"NESTLEIND","Nestle India Limited","Financial Result Updates","Nestle India Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.","25-Jul-2024 11:10:37","2024-07-25 11:10:37","25-Jul-2024 11:10:44","00:00:07","https://nsearchives.nseindia.com/corporate/BSENSEOutcomeResultsQ125072024_25072024111037.pdf"
"NESTLEIND","Nestle India Limited","Acquisition","Nestle India Limited has informed the Exchange about Acquisition","24-Jul-2024 20:18:33","2024-07-24 20:18:33","24-Jul-2024 20:18:34","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_24072024201833_STXIntimationonacquisitionofsharesJV24072024signed.pdf"
"NESTLEIND","Nestle India Limited","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Nestle India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","08-Jul-2024 20:27:57","2024-07-08 20:27:57","08-Jul-2024 20:27:57","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024202757_Coverletterfor74_5_certificateFinalsigned.pdf"
"NESTLEIND","Nestle India Limited","Shareholders meeting","Nestle India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 08, 2024. Further, the company has informed the Exchange regarding voting results.","08-Jul-2024 20:15:39","2024-07-08 20:15:39","08-Jul-2024 20:15:40","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024201539_BSENSEScrutinizersReport08072024signed.pdf"
"NESTLEIND","Nestle India Limited","Shareholders meeting","Nestle India Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 08, 2024","08-Jul-2024 16:54:48","2024-07-08 16:54:48","08-Jul-2024 16:54:49","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024165448_BSENSEAGMproceedings08072024signed.pdf"
"NESTLEIND","Nestle India Limited","Date of payment of dividend","Nestle India Limited has informed the Exchange about Date of payment of dividend","08-Jul-2024 09:43:17","2024-07-08 09:43:17","08-Jul-2024 09:43:18","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024094317_BSENSEDIVIDEND0072024signed.pdf"
"NESTLEIND","Nestle India Limited","Record Date","Nestle India Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Jul-2024.","08-Jul-2024 09:39:12","2024-07-08 09:39:12","08-Jul-2024 09:39:13","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024093912_BSENSEDIVIDEND0072024signed.pdf"
"NESTLEIND","Nestle India Limited","Dividend Updates","Nestle India Limited has informed the Exchange about Dividend Updates","08-Jul-2024 09:37:05","2024-07-08 09:37:05","08-Jul-2024 09:37:05","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024093705_BSENSEDIVIDEND0072024signed.pdf"
"NESTLEIND","Nestle India Limited","Dividend","Nestle India Limited has informed the Exchange that Board of Directors at its meeting held on July 08, 2024, declared Interim Dividend of 2.75 per equity share.","08-Jul-2024 09:35:39","2024-07-08 09:35:39","08-Jul-2024 09:35:39","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_08072024093539_BSENSEDIVIDEND0072024signed.pdf"
"NESTLEIND","Nestle India Limited","Change in Management","Nestle India Limited has informed the Exchange about change in Management","01-Jul-2024 13:57:30","2024-07-01 13:57:30","01-Jul-2024 13:57:32","00:00:02","https://nsearchives.nseindia.com/corporate/NESTLEIND_01072024135730_BSENSESMP01072024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ): Intimation regarding receipt of an Order from Customs Department Coochbehar in relation to short payment of Customs duty'.","27-Jun-2024 17:26:31","2024-06-27 17:26:31","27-Jun-2024 17:26:32","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_27062024172631_BSENSEREG3027062024SIGNED.pdf"
"NESTLEIND","Nestle India Limited","Trading Window","Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","20-Jun-2024 19:00:04","2024-06-20 19:00:04","20-Jun-2024 19:00:05","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_20062024190004_BSENSEUFRsDividend20062024Signed.pdf"
"NESTLEIND","Nestle India Limited","Record Date","Nestle India Limited has informed the Exchange that Record date for the purpose of interim dividend  is 16-Jul-2024.","20-Jun-2024 18:57:09","2024-06-20 18:57:09","20-Jun-2024 18:57:10","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_20062024185710_BSENSEUFRsDividend20062024Signed.pdf"
"NESTLEIND","Nestle India Limited","Corrigendum","Nestle India Limited has informed the Exchange regarding Corrigendum to Notice of Annual General Meeting to be held on July 08, 2024","19-Jun-2024 15:53:44","2024-06-19 15:53:44","19-Jun-2024 15:53:46","00:00:02","https://nsearchives.nseindia.com/corporate/NESTLEIND_19062024155344_BSENSECORRIGENDUM19062024signed.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange about Copy of Newspaper Publication regarding its 65th Annual General Meeting","17-Jun-2024 22:24:35","2024-06-17 22:24:35","17-Jun-2024 22:24:36","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_17062024222435_SignedBSENSEPostAdIntimation.pdf"
